	canny	fast	hessian	lbp	shape_index	structure
321	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01269747 -0.03947841 -0.04128691 ..., -0.00193634 -0.00195169
 -0.0001067 ]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.60185292  0.80552311  0.85508324 ...,  0.75214781  0.71183588
  0.51077781]"	"[ 2.02306062  2.36257     2.56960914 ...,  0.01771949  0.01554257
  0.01340168]"
322	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0240726  -0.06349667 -0.04494163 ..., -0.0135377  -0.01180778
 -0.00111399]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.65776167  0.91325864  0.80024726 ...,  0.82269026  0.75694344
  0.52378766]"	"[ 3.04398547  3.08496693  2.99394354 ...,  0.38915915  0.36143869
  0.30568742]"
323	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00428886 -0.02321076 -0.02453805 ..., -0.0264088  -0.0234691
 -0.00350604]"	[ 769.  769.  769. ...,    0.    0.    0.]	"[ 0.54335483  0.7365026   0.80203403 ...,  0.81188753  0.73085186
  0.53412992]"	"[ 1.22551652  1.41515112  1.57943641 ...,  1.70724893  1.52667547
  1.31960958]"
324	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00371787 -0.02304577 -0.02552328 ..., -0.00782539 -0.00712049
 -0.00130473]"	[   0.  256.    0. ...,   56.   56.   56.]	"[ 0.53689116  0.72946615  0.80449125 ...,  0.81832967  0.74025542
  0.54366477]"	"[ 1.26396023  1.47748662  1.66112641 ...,  0.14861738  0.13297574
  0.11583529]"
325	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00059824 -0.00297857 -0.00355371 ..., -0.03068176 -0.02626094
 -0.00284869]"	[ 768.  768.  768. ...,    0.    8.   24.]	"[ 0.55125381  0.74477726  0.82179945 ...,  0.81327093  0.72784563
  0.52441759]"	"[ 0.01931407  0.02220786  0.02543116 ...,  2.29307326  2.03812371
  1.75204234]"
326	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00788448 -0.0373772  -0.04105528 ..., -0.02718161 -0.01083488
  0.00493831]"	[  0.   0.   0. ...,   0.   8.  40.]	"[ 0.55188647  0.74766706  0.83156118 ...,  0.84455182  0.63395841
  0.4342384 ]"	"[ 2.81016426  3.23307595  3.55696423 ...,  1.10217692  0.92462798
  0.7043041 ]"
327	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01429057 -0.02713354 -0.01430893 ..., -0.00188731 -0.00165742
  0.00255727]"	[  0.   0.   0. ...,   0.  56.  56.]	"[ 0.74535507  0.93993403  0.77743086 ...,  0.57341626  0.55559049
  0.41424744]"	"[ 0.35765322  0.37144546  0.35649511 ...,  0.17609206  0.13948911
  0.1066966 ]"
328	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00273678 -0.00786633 -0.00744354 ..., -0.0291159  -0.02644081
 -0.00556127]"	[ 513.  513.  513. ...,    0.    0.    0.]	"[ 0.59143479  0.75010558  0.77759049 ...,  0.83094463  0.75920063
  0.55473895]"	"[ 0.10527305  0.12651378  0.13991512 ...,  1.64778205  1.49667552
  1.30128627]"
329	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00147027 -0.00560461 -0.00654329 ..., -0.01156697 -0.01977466
 -0.01452033]"	[ 513.  513.  513. ...,    0.    0.    0.]	"[ 0.56974872  0.75969533  0.84321173 ...,  0.62110608  0.70661164
  0.68296214]"	"[ 0.058161    0.06855796  0.07603821 ...,  1.35348366  1.13339907
  0.79115993]"
330	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01418856 -0.03506771 -0.02678835 ..., -0.00830278 -0.00890879
 -0.00154789]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.65258927  0.87504895  0.83522132 ...,  0.78520575  0.75742491
  0.54374554]"	"[ 1.00968604  1.04683366  1.04933402 ...,  0.21128938  0.18878794
  0.16406839]"
331	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01177918 -0.02730524 -0.01916155 ..., -0.00978463 -0.00980633
 -0.00330596]"	[  0.   0.   0. ...,  48.  48.  48.]	"[ 0.65168519  0.85542544  0.79919278 ...,  0.7946202   0.76382077
  0.5936046 ]"	"[ 0.75499596  0.80973507  0.83666114 ...,  0.21846058  0.19333149
  0.15819521]"
332	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00309107 -0.02243748 -0.02533755 ..., -0.03209801 -0.02808341
 -0.00445193]"	[ 769.  769.  769. ...,    0.   32.   40.]	"[ 0.53086883  0.72617739  0.8058303  ...,  0.81744772  0.73479512
  0.53723851]"	"[ 1.25575877  1.46554396  1.64441808 ...,  2.36211549  2.10579613
  1.81184227]"
333	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00183468 -0.01741409 -0.01969748 ..., -0.00457736 -0.00408794
 -0.00111824]"	[   0.  256.    0. ...,    0.    0.    0.]	"[ 0.51935375  0.68945412  0.74976154 ...,  0.84721678  0.75118223
  0.56954507]"	"[ 1.15136066  1.37195812  1.58596686 ...,  0.03851944  0.03539184
  0.03115465]"
334	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00118567 -0.01047631 -0.01143852 ..., -0.01996448 -0.01723357
 -0.00151995]"	[ 769.  769.  769. ...,   48.   40.   40.]	"[ 0.52290339  0.70467147  0.76383178 ...,  0.82676995  0.7375802
  0.52027763]"	"[ 0.34187434  0.40464037  0.46165744 ...,  0.9241807   0.83794098
  0.73254359]"
335	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00051102 -0.00878679 -0.01050031 ..., -0.01113303 -0.00989904
 -0.00166757]"	[ 769.  769.  769. ...,   40.   40.   48.]	"[ 0.51173318  0.70671735  0.80545346 ...,  0.81975241  0.73665591
  0.53968744]"	"[ 0.2282948   0.26592985  0.29906038 ...,  0.28454427  0.25561107
  0.22072732]"
336	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00058813 -0.02744256 -0.03773215 ...,  0.00421468  0.00502979
  0.00593873]"	[ 769.    0.    0. ...,   56.   40.   40.]	"[ 0.495892    0.69081594  0.80691877 ...,  0.32686858  0.38905097
  0.37382876]"	"[ 2.45068773  2.86332862  3.32584114 ...,  0.20336218  0.16365748
  0.12708418]"
337	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00642725 -0.03897783 -0.04331953 ..., -0.01336341 -0.01180317
 -0.00176604]"	[ 512.    0.    0. ...,   32.   32.   32.]	"[ 0.53807567  0.73213977  0.80979296 ...,  0.7964609   0.72163695
  0.53335757]"	"[ 3.55560354  4.12360423  4.6119682  ...,  0.45308163  0.40155948
  0.34389329]"
338	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00293387 -0.0233511  -0.0269287  ..., -0.00828638 -0.01039995
 -0.00581226]"	[ 513.  512.  512. ...,   56.   56.   56.]	"[ 0.52734868  0.71987105  0.80562304 ...,  0.81605457  0.92852683
  0.81750492]"	"[ 1.42841135  1.66377468  1.87287579 ...,  0.11706278  0.10473578
  0.09180753]"
339	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.0001621  -0.00168515 -0.00201748 ..., -0.01799432 -0.01625462
 -0.0032143 ]"	[ 768.  512.  512. ...,   32.   32.   32.]	"[ 0.48223331  0.66126346  0.67718836 ...,  0.81513425  0.73835207
  0.54742559]"	"[ 0.01288572  0.01493357  0.01912844 ...,  0.72926703  0.65081139
  0.56507754]"
340	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	[-0.02188832 -0.05503458 -0.05168856 ..., -0.05062544 -0.0461569  -0.0066914 ]	[  0.   0.   0. ...,  32.  32.  32.]	"[ 0.62863722  0.81925658  0.88190949 ...,  0.8125754   0.74992789
  0.53603233]"	"[ 3.35026587  3.62492852  3.78208218 ...,  5.698588    5.07558433
  4.39537444]"
341	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00587476 -0.04285025 -0.05009549 ..., -0.04981392 -0.04495567
 -0.00719328]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.53026773  0.72119632  0.80962076 ...,  0.80827128  0.73183853
  0.53680222]"	"[ 4.62206367  5.42020377  6.08572231 ...,  6.20970491  5.54827107
  4.78310667]"
342	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00566904 -0.03613705 -0.04016518 ..., -0.04080174 -0.03668912
 -0.00593056]"	[ 256.  256.  256. ...,    0.    0.    0.]	"[ 0.53593198  0.7311564   0.80774369 ...,  0.80928433  0.73183383
  0.53718301]"	"[ 3.12110074  3.62818848  4.06356203 ...,  4.12412131  3.68522811
  3.17646669]"
343	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00308551 -0.02550193 -0.02736891 ..., -0.01389693 -0.00530695
  0.00584916]"	[ 769.  769.  769. ...,    8.   24.   24.]	"[ 0.52616242  0.71984547  0.78849755 ...,  0.89870369  0.60702716
  0.39585761]"	"[ 1.71712946  1.98921455  2.24287178 ...,  0.51207901  0.46182351
  0.4139995 ]"
344	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00476108 -0.02359488 -0.02531666 ..., -0.01550544 -0.0143991
 -0.00281507]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.55161785  0.75916489  0.8444135  ...,  0.8171733   0.74705897
  0.54809369]"	"[ 1.03844294  1.17639825  1.28055175 ...,  0.55544612  0.50014084
  0.43223804]"
345	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00273193 -0.01517112 -0.01895545 ..., -0.00646899 -0.00701758
 -0.00308378]"	[  0.   0.   0. ...,  56.  56.  24.]	"[ 0.54855111  0.77278507  0.88228615 ...,  0.78159493  0.77767985
  0.63015825]"	"[ 0.40404424  0.46107377  0.49894575 ...,  0.08238537  0.07417136
  0.0591609 ]"
346	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00527497 -0.02524107 -0.0257011  ..., -0.03416659 -0.03113984
 -0.00499722]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.54946103  0.73674542  0.78400339 ...,  0.80376453  0.73007162
  0.5365893 ]"	"[ 1.46640873  1.7042125   1.91973442 ...,  3.03030382  2.70426909
  2.33018296]"
347	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00169787 -0.01185003 -0.01216541 ..., -0.04890194 -0.04443135
 -0.00734172]"	[ 512.  512.  513. ...,    0.    0.    0.]	[ 0.52916235  0.70840113  0.7646089  ...,  0.80962265  0.734539    0.53848347]	"[ 0.38559571  0.45537062  0.51091005 ...,  5.88807041  5.27146759
  4.54872011]"
348	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00498003 -0.03089847 -0.03555983 ..., -0.03421059 -0.02967108
 -0.00458487]"	[ 769.  257.    1. ...,    0.    8.    8.]	"[ 0.5378683   0.73523617  0.82540744 ...,  0.82059388  0.73216534
  0.5357077 ]"	"[ 2.14811124  2.48191696  2.76158342 ...,  2.68508287  2.40106913
  2.06866154]"
349	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00679052 -0.04458254 -0.04982453 ..., -0.05009821 -0.04584198
 -0.00804685]"	[ 769.  768.  256. ...,    8.    8.   56.]	"[ 0.53481213  0.73044727  0.80866283 ...,  0.80816627  0.73569871
  0.54121949]"	"[ 4.76590807  5.53330963  6.19910329 ...,  6.18598913  5.53565611
  4.77180061]"
350	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00780924 -0.03955337 -0.04460275 ..., -0.03126906 -0.02866112
 -0.0041452 ]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.54940966  0.7520555   0.8408833  ...,  0.7794825   0.71685662
  0.53106427]"	"[ 3.16523338  3.62723147  3.99630533 ...,  3.04542209  2.68099413
  2.28600614]"
351	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00186914 -0.01894471 -0.02379234 ..., -0.0397863  -0.03557804
 -0.00270963]"	[ 513.  256.  256. ...,   40.   40.   40.]	"[ 0.52199162  0.72115334  0.81853172 ...,  0.80633562  0.72301236
  0.51634657]"	"[ 0.93992478  1.11421895  1.26908685 ...,  4.50648563  4.06714102
  3.46825677]"
352	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00690905 -0.04317932 -0.04784551 ..., -0.04852834 -0.0430972
 -0.00624251]"	[ 769.  769.  769. ...,   56.   56.   56.]	[ 0.53680222  0.73183853  0.8082708  ...,  0.81242861  0.73085739  0.533095  ]	"[ 4.41258158  5.11847224  5.72866787 ...,  5.78583755  5.17213858
  4.45903782]"
353	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00041264 -0.00374075 -0.00398524 ..., -0.00952553 -0.00478221
  0.00205777]"	[ 257.  769.  769. ...,    0.   56.   56.]	"[ 0.51994239  0.69080318  0.78031143 ...,  0.83751937  0.68075144
  0.42002499]"	[ 0.04560708  0.05209332  0.05768587 ...,  0.17444201  0.142362    0.10864337]
354	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00420837 -0.01536081 -0.01532278 ..., -0.01747254 -0.01097986
  0.00121801]"	[ 256.  256.  256. ...,    0.    0.    0.]	"[ 0.57009591  0.75805763  0.81354987 ...,  0.88962071  0.70002116
  0.47866015]"	"[ 0.46159718  0.52630126  0.58008898 ...,  0.53273964  0.48331099
  0.41363362]"
355	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00121434 -0.00455161 -0.00705088 ..., -0.01063624 -0.00908726
 -0.0006762 ]"	[ 769.  769.  769. ...,   48.   56.   56.]	"[ 0.46445034  0.63070739  0.7319195  ...,  0.79316969  0.71248314
  0.51569203]"	"[ 0.14865795  0.18384169  0.22478054 ...,  0.31544206  0.27675282
  0.23678819]"
356	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.03653822 -0.05563943 -0.03867528 ..., -0.01144504 -0.00991803
 -0.00151784]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.79632177  0.91691848  0.85495077 ...,  0.82888218  0.7526169
  0.53888613]"	"[ 1.79432545  2.01628993  2.00656609 ...,  0.26791348  0.23652959
  0.20253677]"
357	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00171374 -0.01517078 -0.02101614 ..., -0.04146605 -0.03571119
 -0.00599045]"	[ 0.  0.  0. ...,  8.  8.  0.]	"[ 0.52855801  0.75433273  0.93673462 ...,  0.83396867  0.73522262
  0.53941665]"	"[ 0.4304372   0.48212903  0.51735412 ...,  3.4970209   3.13954925
  2.69700036]"
358	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00714197 -0.04488421 -0.04980609 ..., -0.04862756 -0.0410299
 -0.00182436]"	[ 769.  769.  256. ...,   56.   56.   56.]	"[ 0.53655532  0.73153882  0.80823808 ...,  0.81684742  0.73068121
  0.51001048]"	"[ 4.77888105  5.54511695  6.20756028 ...,  5.82169722  5.20925806
  4.45553758]"
359	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00947717 -0.04010711 -0.04622233 ..., -0.00109329 -0.00151527
 -0.00012077]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.56315153  0.7665592   0.87706778 ...,  0.67549876  0.70147844
  0.51530964]"	"[ 2.72689386  3.09352745  3.34364899 ...,  0.01030207  0.00889758
  0.00771103]"
360	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00716514 -0.04477898 -0.04962279 ..., -0.04115554 -0.0383997
 -0.01067438]"	[ 769.  513.  513. ...,    0.    0.    0.]	"[ 0.53680249  0.73183166  0.8082764  ...,  0.89226604  0.82088447
  0.59154706]"	"[ 4.74566519  5.50482666  6.16096493 ...,  1.897411    1.81521855
  1.62607264]"
361	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00136581 -0.01278383 -0.01505077 ..., -0.04865115 -0.04484946
 -0.00810401]"	[ 512.  512.  512. ...,    0.   32.    0.]	"[ 0.52253497  0.71253653  0.796362   ...,  0.81406474  0.73981565
  0.54283196]"	"[ 0.45181427  0.53065726  0.60301739 ...,  5.75008635  5.17510747
  4.48653787]"
362	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ -4.18347287e-03  -2.19473970e-02  -2.68258869e-02 ...,  -3.65813827e-03
  -3.61179800e-03  -4.54550450e-05]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.54791847  0.74957247  0.85883062 ...,  0.69902313  0.66750123
  0.50207551]"	"[ 0.93945197  1.08874469  1.20206074 ...,  0.08615855  0.07320675
  0.06094916]"
363	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00363534 -0.01261212 -0.01247872 ..., -0.00414993 -0.00380199
  0.00080907]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.5963725   0.8290583   0.84999149 ...,  0.790388    0.70098475
  0.46187009]"	"[ 0.19221867  0.21427116  0.22724259 ...,  0.0709151   0.06688398
  0.05770183]"
364	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01707675 -0.05161172 -0.05089634 ..., -0.02755741 -0.02942046
 -0.00976568]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.61006705  0.82373833  0.86596032 ...,  0.84966323  0.82778569
  0.60812091]"	"[ 3.02360205  3.4964802   3.70079411 ...,  1.31648182  1.24658098
  1.09737837]"
365	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00616854 -0.03938762 -0.04399966 ..., -0.01569374 -0.01260084
 -0.00042609]"	[ 513.  512.  513. ...,   48.   16.   16.]	"[ 0.53570987  0.72942223  0.80696603 ...,  0.82362256  0.71690595
  0.50718236]"	"[ 3.72360503  4.33396651  4.86043393 ...,  0.5838901   0.5185233
  0.44832527]"
366	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00746867 -0.04028765 -0.04369837 ..., -0.03785631 -0.03399517
 -0.0055106 ]"	[ 0.  0.  0. ...,  8.  0.  8.]	"[ 0.54418223  0.74045397  0.81602996 ...,  0.81344682  0.73380494
  0.53751565]"	"[ 3.5705537   4.10913461  4.56620704 ...,  3.48330693  3.12130739
  2.69956543]"
367	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00109842 -0.00485771 -0.00479748 ..., -0.018622   -0.01900847
 -0.00453557]"	[ 256.    0.    0. ...,   40.    8.    0.]	"[ 0.55694082  0.75588773  0.8066811  ...,  0.80438655  0.75153227
  0.55880121]"	"[ 0.04767766  0.05394215  0.05938057 ...,  0.92846831  0.84631426
  0.73904699]"
368	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00191456 -0.00209399 -0.00099368 ..., -0.00833087 -0.00692164
 -0.00055404]"	[ 769.  769.  769. ...,   40.   48.   48.]	"[ 0.44423037  0.56705463  0.53957885 ...,  0.68852312  0.6438591
  0.51255769]"	"[ 0.14102096  0.17627099  0.21120478 ...,  0.34147914  0.27916371
  0.21728083]"
369	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00464902 -0.03187204 -0.03727721 ..., -0.03613951 -0.0326149
 -0.00521865]"	[  0.   0.   0. ...,  24.  56.  56.]	"[ 0.53281507  0.72497544  0.80974385 ...,  0.80827128  0.73183853
  0.53680222]"	"[ 2.52493968  2.95943004  3.34447441 ...,  3.2683914   2.92025494
  2.51752135]"
370	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00331683 -0.02057508 -0.02322703 ..., -0.01178868 -0.00803329
  0.0007457 ]"	[  0.   0.   0. ...,   0.  56.  56.]	"[ 0.53740263  0.73349438  0.81560447 ...,  0.80022875  0.71616884
  0.47864043]"	"[ 0.98312155  1.13983565  1.27347057 ...,  0.32808839  0.27175534
  0.21122735]"
371	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00349702 -0.01274409 -0.01331907 ..., -0.00916706 -0.00741579
 -0.00068817]"	[ 512.  512.  512. ...,    0.    0.    0.]	"[ 0.57319079  0.76332622  0.82564176 ...,  0.78658287  0.70140136
  0.51890405]"	"[ 0.29071319  0.33468706  0.37047414 ...,  0.22851309  0.19763568
  0.16564197]"
372	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00619353 -0.01264679 -0.0079704  ..., -0.04687169 -0.04250382
 -0.00699766]"	[   0.  768.  769. ...,   56.   56.   56.]	"[ 0.65890236  0.82641915  0.75694704 ...,  0.80787239  0.73328035
  0.53814038]"	"[ 0.18069252  0.2018247   0.20903862 ...,  5.478925    4.89692837
  4.22079407]"
373	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00450119 -0.02918084 -0.03286651 ..., -0.00770075 -0.0127248
 -0.00601212]"	[ 768.  256.    0. ...,    0.    0.    0.]	"[ 0.5353483   0.73124182  0.81319575 ...,  0.75878926  0.83207271
  0.64292738]"	"[ 2.02853319  2.35149407  2.62952244 ...,  0.27529917  0.27046217
  0.23526197]"
374	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01029773 -0.02549146 -0.01610348 ..., -0.03783726 -0.03418952
 -0.00553462]"	[  0.   0.   0. ...,  56.  48.  48.]	"[ 0.63841538  0.86060522  0.79396522 ...,  0.80851737  0.73235956
  0.53732718]"	"[ 0.68073979  0.68688086  0.69391417 ...,  3.57384186  3.19412224
  2.75360115]"
375	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00716146 -0.02298073 -0.02285109 ..., -0.006784   -0.00268533
  0.00253817]"	[  0.   0.   0. ...,  48.  48.  48.]	"[ 0.5950358   0.80627769  0.86203515 ...,  0.78982787  0.59206069
  0.4153545 ]"	"[ 0.68573506  0.79026101  0.82703316 ...,  0.16120137  0.13697249
  0.11042843]"
376	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00212929 -0.0099339  -0.0111877  ..., -0.00430071 -0.00388933
 -0.00064015]"	[ 512.    0.  512. ...,   56.   24.   24.]	"[ 0.55554872  0.75616182  0.84149861 ...,  0.81204955  0.73459859
  0.53830532]"	"[ 0.18705432  0.21071957  0.23232089 ...,  0.04507385  0.04037486
  0.03486822]"
377	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00024521 -0.00623112 -0.00720255 ..., -0.00138716 -0.00643138
 -0.00338924]"	[ 769.    1.    0. ...,   56.   56.   56.]	"[ 0.49300087  0.67760575  0.73920867 ...,  0.60158286  0.91397772
  0.7089214 ]"	"[ 0.15103912  0.18237806  0.21381641 ...,  0.0640801   0.05895929
  0.0557657 ]"
378	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00680393 -0.03229289 -0.03340193 ..., -0.03524414 -0.03193391
 -0.00532745]"	[  0.   1.   1. ...,  32.  32.  48.]	"[ 0.5504446   0.739991    0.79213948 ...,  0.80700224  0.73368922
  0.53887193]"	"[ 2.32598433  2.73592485  3.06231992 ...,  3.05728443  2.72864328
  2.34955137]"
379	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0060493  -0.02801714 -0.02826774 ...,  0.00011461  0.00037108
  0.00105626]"	[  0.   0.   0. ...,  24.  56.  24.]	"[ 0.55133186  0.74111816  0.80044798 ...,  0.4767946   0.44118117
  0.3609729 ]"	"[ 1.69900825  1.94971383  2.16050193 ...,  0.00994966  0.00765374
  0.00624117]"
380	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00207492  0.0028822   0.00551916 ..., -0.01379464 -0.01778154
 -0.00291335]"	[ 769.  769.  769. ...,   16.    0.    0.]	[ 0.22503611  0.16295395  0.0389444  ...,  0.77406172  0.82608114  0.550345  ]	"[ 0.00830883  0.01246458  0.02407786 ...,  0.46267916  0.46242733
  0.41337875]"
381	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00888125 -0.04676276 -0.05145447 ..., -0.01755528 -0.01740441
 -0.00602334]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.54805277  0.75487337  0.82132956 ...,  0.86510588  0.81329266
  0.61012061]"	"[ 4.37762342  5.11308025  5.72627531 ...,  0.46284795  0.42992715
  0.39136983]"
382	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00057107 -0.01935483 -0.02614956 ..., -0.03484807 -0.03760222
 -0.00874426]"	[ 257.  257.  257. ...,    8.    8.    8.]	"[ 0.49449919  0.69378418  0.79912601 ...,  0.86715348  0.79581063
  0.56673737]"	"[ 1.41733049  1.68442827  1.93564345 ...,  2.07493191  2.01791153
  1.82073274]"
383	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00643561 -0.04301499 -0.04813657 ..., -0.00919577 -0.00757085
 -0.00069538]"	[ 769.  769.  769. ...,   24.    8.    8.]	"[ 0.53413268  0.73000765  0.80849303 ...,  0.90940274  0.76322791
  0.52270587]"	"[ 4.45387076  5.16721326  5.79003376 ...,  0.13039126  0.12420966
  0.11753829]"
384	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0037338  -0.00902715 -0.00840602 ..., -0.0491455  -0.04441473
 -0.00710715]"	[  0.   0.   0. ...,  48.  48.  40.]	"[ 0.62664721  0.80120535  0.85549636 ...,  0.80782435  0.7317927
  0.53679488]"	"[ 0.10216015  0.11145536  0.11994503 ...,  6.06487902  5.41853828
  4.67122668]"
385	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.02406935 -0.03858965 -0.0246751  ..., -0.01601549 -0.01677213
 -0.00352257]"	[  0.   0.   0. ...,   8.  40.   8.]	"[ 0.76413664  0.909873    0.81414855 ...,  0.84318456  0.7906833
  0.55897314]"	"[ 1.11117988  1.25266121  1.26102379 ...,  0.52206437  0.49922068
  0.43865821]"
